name,category,district,latitude,longitude
Tropicana Grande,residential,Petaling,3.132389181049733,101.59371725596944
Petronas,transport,Hulu Langat,2.9576163558764383,101.77908514959742
Sekolah Kebangsaan Seksyen 11 Kota Damansara,education,Petaling,3.160178167835531,101.59356047182597
Laman Bayu,residential,Petaling,3.1611747404595385,101.59338471830812
The Strand,work,Petaling,3.155032790461649,101.59352919473928
D'Villa Botany,residential,Petaling,3.1627381023855,101.59260941065584
A,residential,Gombak,3.2483835714854297,101.52146806191344
Shell,transport,Klang,3.004270113854731,101.40246363860996
P,residential,Hulu Langat,3.0541772666578693,101.7675025947924
Taman Perindustrian Kidamai,work,Hulu Langat,2.9976892385868505,101.76336779102942
Damai Hillpark,residential,Hulu Langat,3.053635115166536,101.73920751501336
Kementerian Pendidikan Malaysia,work,WP Putrajaya,2.942204920860513,101.70893431710628
Terminal IKS Pantai Dalam,work,WP Kuala Lumpur,3.0883853820319094,101.66834553136782
Apartment Taman Topaz Car Park,transport,Sepang,2.8587982971039936,101.64075445535886
Apartment Taman Topaz Car Park,transport,Sepang,2.8592230460225143,101.64059431078049
Apartment Taman Topaz Car Park,transport,Sepang,2.85833093772904,101.64049735167144
Apartment Taman Topaz Car Park,transport,Sepang,2.858785607282765,101.64127451609536
Apartment Taman Topaz Car Park,transport,Sepang,2.858274337729034,101.64040715167144
Presint 8 Skateboard Park,exercise,WP Putrajaya,2.939306320247815,101.68289043425776
Sentul Ulu,residential,WP Kuala Lumpur,3.199198640790266,101.68899762374268
Dedap 6,residential,Petaling,3.157279780124764,101.59384672562508
Dedap 5,residential,Petaling,3.157966281308096,101.59380694085267
Rawang Industrial Estate,work,Gombak,3.3133407194634734,101.59080722294004
Amsteel Mills,work,Klang,3.0697535889355945,101.45697103071493
Amsteel Mills,work,Klang,3.0711427127949915,101.45733536699085
Sentul Ulu,residential,WP Kuala Lumpur,3.1998661615222783,101.68851711959216
Sentul Ulu,residential,WP Kuala Lumpur,3.201040159831241,101.6885182864732
Petronas,transport,Sepang,2.981705739591494,101.74120560292752
Desa Kudalari,residential,WP Kuala Lumpur,3.1569833049369422,101.71940992637391
Public,transport,Petaling,3.0869587099932763,101.59320104393896
Pangsapuri Karisma,residential,Hulu Langat,2.9026658787473307,101.84808877577028
Pangsapuri Harmoni,residential,Hulu Langat,2.902111585328556,101.84646625778714
Taman Jelok Impian,residential,Hulu Langat,2.996647998429207,101.8188253640204
Sekolah Rendah Agama Taman Kem,education,Klang,2.998095610616153,101.40148577834304
Surau Al Akidah,community,Petaling,3.1047235455437545,101.59370997256968
Tower 1,work,WP Kuala Lumpur,3.111527100006787,101.6670824
Hostel Parking,transport,Sepang,2.9254991500023606,101.64545450000006
Petronas,transport,Gombak,3.2695410420585387,101.50922184707268
Southern Steel Mesh Sdn Bhd,work,Klang,3.0831246650027047,101.4032281982975
Bandar Botanic East,residential,Klang,2.9935920143039247,101.45416966893066
Penaga Mas,residential,Sepang,2.974238907114626,101.5788228395829
PPR Wangsa Sari,residential,WP Kuala Lumpur,3.200711785079002,101.72705064958474
Akasia Condominium,residential,WP Kuala Lumpur,3.050949991966089,101.66155001347452
Wisma Indira,shopping,WP Kuala Lumpur,3.174026580779736,101.69275366608092
Wisma Indira,shopping,WP Kuala Lumpur,3.173984859385337,101.69271740207012
Zone A,transport,Sepang,2.970776373619367,101.73857988004956
Fakulti Pergigian,education,WP Kuala Lumpur,3.111261476499328,101.65310123518046
Surau Al-Faqeh @ D'cerrum,community,Hulu Langat,2.9215769187505183,101.8484659107498
Gelanggang Tenis,exercise,WP Kuala Lumpur,3.1166235500058828,101.65678984999994
Pelangi Damansara,residential,Petaling,3.1544147764998134,101.60260375891538
Visitor parking,transport,WP Kuala Lumpur,3.08283973249318,101.68642578053758
Starbucks,food_drink,Gombak,3.2412764331017208,101.71684557512368
1 Powerhouse Building,transport,Petaling,3.145400468878331,101.61877418783368
Third Avenue Cyberjaya,residential,Sepang,2.9286477986477224,101.65412007629205
Kenaria Food Court,food_drink,Hulu Langat,2.991234450582396,101.7676452651834
Aetas Damansara,residential,Petaling,3.130870395535021,101.59413319202828
A,residential,WP Kuala Lumpur,3.099463141722832,101.71051068420472
A,residential,WP Kuala Lumpur,3.100242637031334,101.70946605721542
Asta Enterprise Park,work,Hulu Langat,2.998446657810833,101.76581252980924
UniKL Business School Keramat,education,WP Kuala Lumpur,3.1670297952107624,101.72054342188748
Country Heights,residential,Hulu Langat,2.9900449094820933,101.74713812720871
Glorious Nursery,shopping,Petaling,3.0738474174507147,101.59843214795758
Shell,transport,WP Kuala Lumpur,3.073331862341115,101.71052749242882
Taman Perindustrian Balakong Jaya,work,Hulu Langat,3.00178157194559,101.74304990693848
Taman Puncak Utama,residential,Hulu Langat,2.996207265312962,101.74493129037349
Bus Parking,transport,Hulu Langat,2.998038713853268,101.77092996495784
Tower 2,residential,Petaling,3.0974129102723937,101.59346475204646
Morac Go Kart Track 1 Utama,exercise,Petaling,3.1521542089748005,101.61292029309882
A,residential,WP Kuala Lumpur,3.1028966917433327,101.75128826849728
15,residential,WP Kuala Lumpur,3.1823656000266376,101.74335839999924
17,residential,WP Kuala Lumpur,3.182882821934287,101.74343960423975
Airport Luggage Trolleys,transport,Sepang,2.755265453132225,101.7094884528067
Airport Luggage Trolleys,transport,Sepang,2.7558238772195165,101.71031684047452
Petron,transport,WP Kuala Lumpur,3.07523334515129,101.70338761554244
Suria Jelatek Residence,residential,WP Kuala Lumpur,3.163346664692648,101.73558454407365
Masjid Ar-Raudhah,community,Sepang,2.6723483683667,101.66713541646924
A,residential,Hulu Langat,2.9938576669897365,101.7703669634394
Encorp Strand Residences,residential,Petaling,3.1558713322876044,101.59368593539084
Desiran Bayu,residential,Sepang,2.961253528760762,101.5912509492434
A,residential,Hulu Langat,2.99361322602186,101.77069720087124
Potager reserved parking,transport,WP Kuala Lumpur,3.1936215214665027,101.67457275058044
Grove 1 @ TTDI Grove Square,shopping,Hulu Langat,2.996823402724645,101.81286812932704
Taman Selamat,residential,Hulu Langat,2.997873067866188,101.7853469092116
Surau At-Taqwa,community,WP Kuala Lumpur,3.0652154980164408,101.738196717935
SK Jalan Semenyih 1 & 2 (Integ),education,Hulu Langat,2.992992241194874,101.79494347941592
SJK (T) Kajang,education,Hulu Langat,2.994109113222863,101.79517297635086
Lot 9679,work,Gombak,3.2028421000910825,101.59786785002215
Perumahan PDRM,residential,Gombak,3.175601189031509,101.7382726384152
G,residential,Hulu Langat,3.135553600014485,101.74868840000607
Institut Latihan Majlis Kebajikan Dan Pembangunan Masyarakat Kebangsaan Malaysia,work,WP Kuala Lumpur,3.1784090179211084,101.69826599580392
Parking Lot Tugu Negara,transport,WP Kuala Lumpur,3.150617363810992,101.68386374344271
Block A,residential,WP Kuala Lumpur,3.2168277941242254,101.66921836252216
Block B,residential,WP Kuala Lumpur,3.215987362045748,101.66905680784008
Block C,residential,WP Kuala Lumpur,3.2163706787686785,101.66946074426548
C,residential,WP Kuala Lumpur,3.182666920340524,101.75168562413866
D,residential,WP Kuala Lumpur,3.1829455388523504,101.75129709834256
The Place,shopping,Petaling,3.165488438571117,101.60647395168618
Jade Hills,residential,Hulu Langat,2.99698411514366,101.75478534336632
Setia Impian,residential,Hulu Langat,2.9956722526611856,101.76104392256435
C,residential,Petaling,3.0784916254880503,101.60966169263328
A,residential,Petaling,3.0801374789219453,101.60939734917476
B,residential,Petaling,3.08013651441633,101.60870792185676
Pintasan Saloma,entertainment,WP Kuala Lumpur,3.1613928493470347,101.70789765704951
Pusat Komersial Parklane,work,Petaling,3.1087041397875814,101.5938792815152
Kelana Indah,residential,Petaling,3.105680220605977,101.59408392022723
Pangsapuri Desa Sepakat,residential,Petaling,3.073280076813491,101.64114494896218
A,residential,Petaling,3.081062133825279,101.64740967532197
B,residential,Petaling,3.0807179000022487,101.6477388999998
C,residential,Petaling,3.0809172870913537,101.64807862532638
Fraser Towers,residential,Petaling,3.0893747681904578,101.6596916741976
Vision Residence,residential,Sepang,2.960915103093374,101.65740863927267
Desa Budiman,residential,Hulu Langat,3.058605726166976,101.81155829773728
KK Super Mart,shopping,WP Kuala Lumpur,3.1445389375545583,101.6958965330539
Petronas,transport,Hulu Langat,3.006084111597206,101.7251348355343
Residensi WangsaMas,residential,WP Kuala Lumpur,3.19760523206751,101.73848132907833
Block C,residential,Petaling,3.1326303629492123,101.59374479955208
A,residential,Hulu Langat,3.056780164559495,101.76839957767228
Tower A,residential,Hulu Langat,3.073144836447927,101.7625236874292
Tower B,residential,Hulu Langat,3.074764369645929,101.76320744613128
Tower A,residential,Hulu Langat,3.075124749423885,101.76333266694544
Universiti Malaya Kampus Cyberjaya,education,Sepang,2.9297529770598825,101.6542883649404
Vista Shop,shopping,Petaling,3.197709671595384,101.59387951506176
Wisma Ekovest,work,WP Kuala Lumpur,3.193773821916871,101.70512446836192
A,residential,Gombak,3.2112497500928336,101.7816047999996
D,residential,Gombak,3.210860750066601,101.78084815001452
Yolo Signature Suites,residential,Petaling,3.080649648286766,101.61259453699488
Petronas,transport,WP Kuala Lumpur,3.090708927496165,101.70011117181812
Balai JPKK Kampung Melayu Batu 16 Rawang,community,Gombak,3.3058724414094987,101.59546158191452
Tabika Kemas Kampung Melayu Batu 16 Rawang,education,Gombak,3.305522364872178,101.59535118046342
Masjid Kampung Melayu Batu 16 Rawang,community,Gombak,3.306431081451674,101.59477058339924
Dewan Serbaguna Kampung Melayu Batu 16 Rawang,community,Gombak,3.305898331862427,101.5947926686326
Kid's Court HOP Club,exercise,Gombak,3.16334961415591,101.7570594669906
Residensi V,residential,WP Kuala Lumpur,3.0860764940337013,101.67464844394682
Sri Bayu Apartment,residential,Hulu Langat,3.0781012756833857,101.77883404724648
Security booth,other,Hulu Langat,3.077760390597377,101.77904337468676
Taman Sungai Pinang,residential,Klang,2.9440429206942684,101.32929766936634
Caltex,transport,Klang,2.9981773427202363,101.42061820567966
Olympic Council of Malaysia Headquaters,work,WP Kuala Lumpur,3.1429767636802994,101.70252079294688
Plaza Park Avenue,work,Petaling,3.191928024368586,101.5935265687474
Plaza Park Avenue,work,Petaling,3.191928024368586,101.5935265687474
Oasis 4,shopping,Petaling,3.15063660740978,101.6102869429554
Goodview Heights 2,residential,Hulu Langat,2.996972224234768,101.82601224299236
Emerald Avenue,work,Gombak,3.243512587124388,101.65138533152216
Flat Taman Mulia,residential,WP Kuala Lumpur,3.0934886697145094,101.715988237036
Wangsa 9 Residency,residential,WP Kuala Lumpur,3.1992985411725625,101.7400167517654
Plaza Citra Kajang,shopping,Hulu Langat,2.9964784812428618,101.7872092491651
Masjid Madrasah Raudhatul Muttaqin,community,WP Kuala Lumpur,3.1923322000018657,101.69608034999963
