name,latitude,longitude,poi_type,category,district,state
Unknown,3.1092941,101.7288218,parking,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
KFC,2.9917474000000004,101.7887923,fast_food,food_drink,Hulu Langat,Selangor
Unknown,2.9764758,101.7251707,place_of_worship,community,Sepang,Selangor
KA07 Kepong Sentral,3.2087148,101.6285344,station,transport,Gombak,Selangor
Unknown,2.9912706,101.7951213,parking,transport,Hulu Langat,Selangor
Restaurant Char Taro,2.9899834,101.7909561,restaurant,food_drink,Hulu Langat,Selangor
KFC,2.9913905,101.7947533,fast_food,food_drink,Hulu Langat,Selangor
Maybank,2.9423355,101.764085,bank,other,Hulu Langat,Selangor
Maybank,2.9600053,101.752172,bank,other,Hulu Langat,Selangor
TF Value-Mart,3.0807608,101.730584,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
AEON Bukit Raja,3.0616588,101.4723986,department_store,shopping,Klang,Selangor
Beryani Gam Putrajaya,2.9761367,101.7258023,restaurant,food_drink,Sepang,Selangor
Unknown,2.9402386,101.7106316,parking,transport,WP Putrajaya,W.P. Putrajaya
Unknown,2.9386116,101.7109381,parking,transport,WP Putrajaya,W.P. Putrajaya
Shell,3.0713189,101.44487519999998,fuel,transport,Klang,Selangor
Sungai Bagan Seafood,3.0017981,101.3731504,restaurant,food_drink,Klang,Selangor
Muara Ikan Bakar Tanjung Harapan,3.0111497,101.3601635,restaurant,food_drink,Klang,Selangor
Restoran Sri Muara,3.0062335,101.3615707,restaurant,food_drink,Klang,Selangor
Bangkok Bank,3.146063100000001,101.69639119999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Sate Kajang Hj Samuri,2.9935811,101.7870848,restaurant,food_drink,Hulu Langat,Selangor
Restoran Hassan,2.8517302999999994,101.7384097,restaurant,food_drink,Sepang,Selangor
Surau Petronas,3.2405148,101.70295869999998,place_of_worship,community,Gombak,Selangor
McDonald's,3.1329218,101.6722804,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Village View,2.9717419,101.75095469999998,restaurant,food_drink,Hulu Langat,Selangor
Restoran Tok Ayah Garden,2.9757756000000004,101.7522632,restaurant,food_drink,Hulu Langat,Selangor
Pusat Perubatan Kajang Plaza (KPMC),2.9956053,101.78804979999998,hospital,healthcare,Hulu Langat,Selangor
Pasar Malam,3.0109773000000004,101.80330659999998,marketplace,food_drink,Hulu Langat,Selangor
Poliklinik Az-Zahrah,2.9745475,101.8285914,clinic,healthcare,Hulu Langat,Selangor
Pejabat Pos Batu 18 Jalan Semenyih,2.9744312,101.8287507,post_office,other,Hulu Langat,Selangor
Restoran Foong Yan Loy,2.9739655,101.828671,restaurant,food_drink,Hulu Langat,Selangor
Restoran Ibrahim Maju,2.9737352,101.8283944,restaurant,food_drink,Hulu Langat,Selangor
7-Eleven,2.9728588000000005,101.82874459999998,convenience,shopping,Hulu Langat,Selangor
The Store,2.9439828999999995,101.8448602,supermarket,shopping,Hulu Langat,Selangor
KFC,2.9438005,101.8448577,fast_food,food_drink,Hulu Langat,Selangor
Malee Classic II,2.9996241,101.7884951,restaurant,food_drink,Hulu Langat,Selangor
Medishop Pharmacy,2.991628,101.7910119,pharmacy,healthcare,Hulu Langat,Selangor
Bank Islam,2.9914155,101.7915895,bank,other,Hulu Langat,Selangor
McDonald's,2.9916013,101.7912247,fast_food,food_drink,Hulu Langat,Selangor
CU,2.9916746,101.7902777,convenience,shopping,Hulu Langat,Selangor
Mee Bandung House (Muar),3.1764241,101.6993415,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran Haslam,3.1764223999999994,101.699189,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.1764176,101.6987407,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Careefour Express,3.2048461999999995,101.7362294,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Neo Steamboat,3.2035127000000005,101.7365065,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Pejabat Pos Kampung Tunku,3.0975889,101.6190848,post_office,other,Petaling,Selangor
7-Eleven,3.0977861,101.6191877,convenience,shopping,Petaling,Selangor
Unknown,3.2388786,101.56103469999998,place_of_worship,community,Gombak,Selangor
Maybank,3.1096846999999994,101.62259489999998,bank,other,Petaling,Selangor
Maybank,3.095612799999999,101.62941399999998,bank,other,Petaling,Selangor
Caring,3.109689799999999,101.6220444,pharmacy,healthcare,Petaling,Selangor
Guardian,3.1098987,101.62178149999998,pharmacy,healthcare,Petaling,Selangor
7-Eleven,3.1094858,101.6222662,convenience,shopping,Petaling,Selangor
Shell Select,3.1642841,101.6518496,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Souled Out,3.1635342,101.64862019999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.1615887000000003,101.64966889999998,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
McDonald's,3.1191701,101.59260879999998,fast_food,food_drink,Petaling,Selangor
KFC,3.1233181999999995,101.5936499,fast_food,food_drink,Petaling,Selangor
POS Malaysia TTDI Collection Center,3.1379464,101.6295621,post_office,other,WP Kuala Lumpur,W.P. Kuala Lumpur
State Cinema,3.0984245000000006,101.6443497,cinema,entertainment,Petaling,Selangor
Food Stalls,3.1767437,101.70302680000002,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Kamdar,3.1535614,101.6967679,department_store,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
SMK Tasik Kesuma,2.8992491,101.870694,school,education,Hulu Langat,Selangor
Maybank,3.0893819,101.7420007,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0896072,101.7427252,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
McDonald's,3.0901073,101.7415909,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Secret Recipe,3.0908222,101.7429635,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Hospital Tawakal,3.1772106999999994,101.69979229999998,hospital,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
HSBC,3.2028891999999995,101.68918410000002,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
KFC,3.1801634,101.6835864,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
San Francisco Pizza,2.9634706000000004,101.7516671,restaurant,food_drink,Hulu Langat,Selangor
Hospital Pusrawi SMC,2.9922279999999994,101.791313,clinic,healthcare,Hulu Langat,Selangor
Restoran Al Sinar,2.9916825,101.790393,restaurant,food_drink,Hulu Langat,Selangor
99 Speedmart,2.991685899999999,101.7900335,supermarket,shopping,Hulu Langat,Selangor
Masjid As-Saadah,3.0011585,101.8112136,place_of_worship,community,Hulu Langat,Selangor
Mydin,3.1465113,101.69836569999998,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Kompleks Sukan Tasik Titiwangsa,3.1760041999999995,101.7058522,sports_centre,exercise,WP Kuala Lumpur,W.P. Kuala Lumpur
Pizza Hut,3.061596,101.47212469999998,restaurant,food_drink,Klang,Selangor
KFC,3.0614557,101.4722908,fast_food,food_drink,Klang,Selangor
Secret Recipe,3.0613152999999995,101.4723163,fast_food,food_drink,Klang,Selangor
Starbucks,3.0606651,101.47228049999998,cafe,food_drink,Klang,Selangor
Johnny's,3.060958199999999,101.47239299999998,restaurant,food_drink,Klang,Selangor
McDonald's,3.0605133,101.4720735,fast_food,food_drink,Klang,Selangor
Nando's,3.0604611,101.4719711,restaurant,food_drink,Klang,Selangor
OldTown Kopitiam,3.0603918,101.4718499,restaurant,food_drink,Klang,Selangor
Kak Eita Steamboat,3.2035773,101.7365607,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Maybank,3.1968120999999994,101.74174209999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
OCBC Al-Amin Wangsa Maju,3.1969582,101.74193789999998,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Western Replublic,3.0994253,101.5906452,restaurant,food_drink,Petaling,Selangor
Pasar Malam,2.8842305,101.7904817,marketplace,food_drink,Hulu Langat,Selangor
7-Eleven,2.8820292999999992,101.8074239,convenience,shopping,Hulu Langat,Selangor
Pasar Malam,2.9699526,101.8265881,marketplace,food_drink,Hulu Langat,Selangor
AEON BiG,3.0634426999999995,101.6944032,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran d'Tasik,2.9709126999999995,101.7319899,restaurant,food_drink,Sepang,Selangor
HeroMarket,3.1917372,101.59332329999998,supermarket,shopping,Petaling,Selangor
Sheraton Imperial Kuala Lumpur Hotel,3.1588083,101.70005829999998,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran Norida (Qayyum),2.7709077,101.75122919999998,restaurant,food_drink,Sepang,Selangor
Masjid Salak Tinggi,2.7946659999999994,101.74831679999998,place_of_worship,community,Sepang,Selangor
Restoran RN Teguh 3,2.8028932,101.7476929,restaurant,food_drink,Sepang,Selangor
SK Salak,2.7967315,101.74700629999998,school,education,Sepang,Selangor
SK Agama Integrasi Salak Tinggi,2.7944404,101.7497271,school,education,Sepang,Selangor
Restoran Tomyam Haji Din,2.7788463,101.75151239999998,restaurant,food_drink,Sepang,Selangor
Citin Masjid Jamek,3.1512638,101.6961245,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Nor Falah,2.8247501,101.7047012,restaurant,food_drink,Sepang,Selangor
Affin Bank,2.8179245000000006,101.6941497,bank,other,Sepang,Selangor
Restoran Malee Warisan,2.8240552,101.7089086,restaurant,food_drink,Sepang,Selangor
Sama-Sama Express KLIA Terminal 1,2.7464706999999997,101.7117538,hotel,entertainment,Sepang,Selangor
Mums,3.0916006999999994,101.64125369999998,restaurant,food_drink,Petaling,Selangor
Unknown,2.9297021,101.6732642,parking,transport,WP Putrajaya,W.P. Putrajaya
Unknown,2.8061062,101.7240044,parking,transport,Sepang,Selangor
Restoran Amir,2.9601324,101.7542973,restaurant,food_drink,Hulu Langat,Selangor
Parkson,3.064299899999999,101.4530548,department_store,shopping,Klang,Selangor
TGV Cinema,3.0615832,101.472525,cinema,entertainment,Klang,Selangor
Village Grocer Bangsar Village,3.129275999999999,101.6706273,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Nando's,3.1293103000000007,101.6710788,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
SK Jalan Semenyih 1 & 2 (Integ),2.9933290999999995,101.7945784,school,education,Hulu Langat,Selangor
SJK (T) Kajang,2.9943954000000006,101.7950449,school,education,Hulu Langat,Selangor
Hong Leong Bank,3.1314878,101.6709907,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
TMC Lucky Garden,3.1285778,101.6696379,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Starbucks,3.1296759,101.67086070000002,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.0954756,101.6326201,other,other,Petaling,Selangor
Oversea Restaurant,3.1043199,101.6401656,restaurant,food_drink,Petaling,Selangor
Ibis Styles Kuala Lumpur Bukit Bintang,3.1455377,101.70718119999998,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
MyHotel,3.1333068000000006,101.6890339,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Impian Budget Inn,3.1326651,101.6895982,guest_house,other,WP Kuala Lumpur,W.P. Kuala Lumpur
National Council of YMCA,3.1334786999999995,101.6897205,ngo,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Old Town,3.133234,101.6890616,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Hilton Kuala Lumpur,3.1352656,101.68575950000002,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Vcare Pharmacy,2.9451114,101.72223189999998,pharmacy,healthcare,WP Putrajaya,W.P. Putrajaya
7-Eleven,3.0962869,101.6111652,convenience,shopping,Petaling,Selangor
Sam yu,3.0975831999999994,101.6128861,restaurant,food_drink,Petaling,Selangor
Fo Guang Shan (Malaysia),3.0967384,101.6115982,place_of_worship,community,Petaling,Selangor
7-Eleven,3.063667699999999,101.6492646,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.2292296,101.5575849,convenience,shopping,Gombak,Selangor
Renaissance Kuala Lumpur Hotel,3.1572149999999994,101.705384,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
99 Speedmart,3.2360614,101.5419227,supermarket,shopping,Gombak,Selangor
Caltex,3.2367089999999994,101.5392356,fuel,transport,Gombak,Selangor
Restoran Al-Azur,3.20135,101.6197538,restaurant,food_drink,Petaling,Selangor
Alliance Islamic Bank,3.2012984,101.61985249999998,bank,other,Petaling,Selangor
Restoran Ah Niu,3.2026503,101.617991,restaurant,food_drink,Petaling,Selangor
Public Bank,3.2014847,101.619619,bank,other,Petaling,Selangor
De Dragon Hotel,3.201855,101.6190878,hotel,entertainment,Petaling,Selangor
Klinik Aw,3.2025539999999992,101.6181303,doctors,other,Petaling,Selangor
Petronas Sg Merab,2.9428513999999995,101.7402651,fuel,transport,Sepang,Selangor
Kampus Perguruan Islam,2.9460432999999995,101.7494023,school,education,Sepang,Selangor
PERMATA,2.9630473000000004,101.7373318,school,education,Sepang,Selangor
Unknown,2.9387601,101.7471203,supermarket,shopping,Sepang,Selangor
Restoran Noodle Time,3.0839604,101.6822613,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Happy Sabah Pork Noodle,3.0833246,101.6807499,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0838006999999994,101.6815529,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
MEPS,3.0717354,101.6532143,atm,other,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0740908000000005,101.6536458,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Kedai Makanan Pasifik,3.0731549,101.6532117,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.074538,101.6460051,convenience,shopping,Petaling,Selangor
Afliq Bistro,3.0750931,101.646002,restaurant,food_drink,Petaling,Selangor
Kedai Makanan & Minuman Manja,3.0743169000000004,101.64596059999998,restaurant,food_drink,Petaling,Selangor
KFC,3.0787667000000005,101.6467969,fast_food,food_drink,Petaling,Selangor
KFC,3.0741244000000005,101.6501444,fast_food,food_drink,Petaling,Selangor
Pullman,3.1502588000000005,101.71446609999998,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Jawadene B&B,2.8227137999999994,101.705065,guest_house,other,Sepang,Selangor
Surau At-Taqwa,3.0642115999999997,101.7390039,place_of_worship,community,WP Kuala Lumpur,W.P. Kuala Lumpur
Hailam Kopitiam,3.0589865,101.6736925,cafe,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Domino's,3.0600205000000003,101.6732369,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.0600392,101.6733308,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Hotel 128,3.0592008,101.6733304,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Hotel Sri Petaling,3.068361400000001,101.690083,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
AA Pharmacy,3.0669257999999995,101.6901045,pharmacy,healthcare,WP Kuala Lumpur,W.P. Kuala Lumpur
Pasaraya AJ,3.0615315,101.7437161,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Dadi,3.1492233999999995,101.7125407,cinema,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Maybank,3.1506576,101.7107981,bank,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Grand senQ,3.0909876,101.7422928,electronics,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Caltex,2.990895299999999,101.80026290000002,fuel,transport,Hulu Langat,Selangor
Klinik Lawrence,2.9897608,101.8003072,clinic,healthcare,Hulu Langat,Selangor
Unknown,3.1582444,101.6115116,atm,other,Petaling,Selangor
Restoran Choong Kee Kampar Claypot Rice,3.1255682999999994,101.6165368,restaurant,food_drink,Petaling,Selangor
Nicholes Cakery & Cafe,3.1256757,101.61660109999998,restaurant,food_drink,Petaling,Selangor
Carnaval Churrascaria Brazilian Restaurant,3.1263130999999995,101.61523859999998,restaurant,food_drink,Petaling,Selangor
Golden Screen Cinemas,3.1286785000000004,101.616658,company,work,Petaling,Selangor
Floresta Hotel @ Chinatown,3.1436953999999995,101.6985575,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
Hard Rock Cafe,3.1556171,101.7054722,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Sky Bar,3.1540664000000005,101.71504899999998,bar,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,2.8585204,101.68063589999998,place_of_worship,community,Sepang,Selangor
Domino's,2.9168261000000006,101.6498389,fast_food,food_drink,Sepang,Selangor
Faculty Parking,2.9265467000000003,101.6430717,parking,transport,Sepang,Selangor
Al-Naz Maju,2.9152403,101.6508942,restaurant,food_drink,Sepang,Selangor
KB07 UKM,2.9395784,101.78778669999998,station,transport,Hulu Langat,Selangor
Unknown,2.9400615,101.7864581,parking,transport,Hulu Langat,Selangor
Shanar Curry House,3.0856319,101.65871149999998,restaurant,food_drink,Petaling,Selangor
Sun Raj Curry House,3.0862994,101.65774879999998,restaurant,food_drink,Petaling,Selangor
Mydin,2.9451116,101.7227558,supermarket,shopping,WP Putrajaya,W.P. Putrajaya
Subway,2.9440531,101.7233627,fast_food,food_drink,WP Putrajaya,W.P. Putrajaya
Bank Rakyat,2.9440383,101.7229832,bank,other,WP Putrajaya,W.P. Putrajaya
KK Super Mart,2.945375299999999,101.72365589999998,convenience,shopping,WP Putrajaya,W.P. Putrajaya
Masjid Kampung Abu Bakar Baginda,2.9564679,101.73006289999998,place_of_worship,community,Sepang,Selangor
Gerai-Gerai Makanan Ringan,2.9784218,101.7315864,marketplace,food_drink,Sepang,Selangor
Unknown,2.9385728,101.7468223,restaurant,food_drink,Sepang,Selangor
Public Bank,3.0867249999999995,101.6464777,bank,other,Petaling,Selangor
Heng Kee Bak Kut Teh,3.0855632,101.6469017,restaurant,food_drink,Petaling,Selangor
House of Fishball,3.0860427,101.6494954,restaurant,food_drink,Petaling,Selangor
7-Eleven,3.1076168,101.6531758,convenience,shopping,Petaling,Selangor
Farmasi Alpha.com,3.086558,101.6482438,pharmacy,healthcare,Petaling,Selangor
Burger King,3.0864907999999995,101.64865439999998,fast_food,food_drink,Petaling,Selangor
7-Eleven,3.0859142,101.64636969999998,convenience,shopping,Petaling,Selangor
7-Eleven,3.0935227,101.6450801,convenience,shopping,Petaling,Selangor
7-Eleven,3.0865036,101.64859099999998,convenience,shopping,Petaling,Selangor
7-Eleven,3.0982846,101.6452304,convenience,shopping,Petaling,Selangor
7-Eleven,3.100242999999999,101.64091949999998,convenience,shopping,Petaling,Selangor
Caring Pharmacy,3.0864238000000004,101.6463982,pharmacy,healthcare,Petaling,Selangor
Muzium Petaling Jaya,3.1053254,101.6503601,museum,entertainment,Petaling,Selangor
Petaling Store,3.0858466999999994,101.6576346,convenience,shopping,Petaling,Selangor
Public Bank,3.0999063,101.64440879999998,bank,other,Petaling,Selangor
Maybank,3.0869389,101.6485557,bank,other,Petaling,Selangor
CIMB Bank,3.0999272000000007,101.643427,bank,other,Petaling,Selangor
Standard Chartered,3.1000917,101.6459907,bank,other,Petaling,Selangor
UOB,3.0870642000000004,101.6480132,bank,other,Petaling,Selangor
HSBC,3.0999227999999994,101.6437857,bank,other,Petaling,Selangor
RHB Bank,3.0997074,101.6447582,bank,other,Petaling,Selangor
Maybank,3.0996125000000005,101.6465795,bank,other,Petaling,Selangor
Restoran Kapitan,3.098781,101.64475659999998,restaurant,food_drink,Petaling,Selangor
Pizza Hut,3.0990919999999997,101.6465745,restaurant,food_drink,Petaling,Selangor
KFC,3.0989067,101.6461639,fast_food,food_drink,Petaling,Selangor
Tong Woh Enterprise,3.0996955,101.6455299,supermarket,shopping,Petaling,Selangor
Cristang,3.1005907000000006,101.6400402,restaurant,food_drink,Petaling,Selangor
PJ De Inn,3.0998838,101.641005,hotel,entertainment,Petaling,Selangor
Raju,3.1015806,101.6537986,restaurant,food_drink,Petaling,Selangor
Sri Paandi Gasing,3.1019622999999994,101.6534458,restaurant,food_drink,Petaling,Selangor
SMB Frozen Food Sdn Bhd,3.0865897,101.6413154,supermarket,shopping,Petaling,Selangor
Jaleel 24hrs Teh Tarik,3.0989355999999995,101.6403888,cafe,food_drink,Petaling,Selangor
Devi's Corner,3.0866232,101.6554081,restaurant,food_drink,Petaling,Selangor
Bangkok Tom Yam,3.0864142,101.6456887,restaurant,food_drink,Petaling,Selangor
PJ Baru,3.0995808000000005,101.6433605,restaurant,food_drink,Petaling,Selangor
McDonald's,3.0866961,101.6468578,fast_food,food_drink,Petaling,Selangor
Tong Woh Pharmacy (1st Floor),3.0996671999999994,101.6455318,pharmacy,healthcare,Petaling,Selangor
99 Speedmart,3.0868993,101.6630267,supermarket,shopping,Petaling,Selangor
Maybank,3.0978641,101.64651979999998,atm,other,Petaling,Selangor
Hotel Sri Sutra,3.0987834,101.6465705,hotel,entertainment,Petaling,Selangor
Supper Club,3.0982806,101.645772,pub,food_drink,Petaling,Selangor
Thai Corner,3.0983024999999995,101.64611069999998,restaurant,food_drink,Petaling,Selangor
Magic 1,3.0986194,101.6440444,restaurant,food_drink,Petaling,Selangor
Poliklinik Mona,3.0863315,101.6625546,clinic,healthcare,Petaling,Selangor
CIMB Bank,3.0864128,101.6634801,atm,other,Petaling,Selangor
7-Eleven,3.0856981,101.6587284,convenience,shopping,Petaling,Selangor
Yasin Curry House,3.0874793999999994,101.6636043,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Klinik Mediviron,3.0869217,101.663206,clinic,healthcare,Petaling,Selangor
Ming Yang Kopitiam,3.0869008999999994,101.64885409999998,restaurant,food_drink,Petaling,Selangor
99 Speedmart,3.0841955000000003,101.68074529999998,supermarket,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
OCS Courier Service,3.0866916,101.64127039999998,post_office,other,Petaling,Selangor
Al Rajhi Bank,3.0993464000000004,101.643458,bank,other,Petaling,Selangor
Maybank,3.0898868,101.6459911,atm,other,Petaling,Selangor
Bank Islam,3.0990652,101.6435814,bank,other,Petaling,Selangor
Bank Rakyat,3.097878,101.6453132,bank,other,Petaling,Selangor
UOB,3.099633999999999,101.64451529999998,bank,other,Petaling,Selangor
Bank Simpanan Nasional,3.0978048,101.6472713,atm,other,Petaling,Selangor
Strawberry Fields,3.0991041,101.6445025,restaurant,food_drink,Petaling,Selangor
Saravanaa Bhavan,3.0999116,101.6442768,restaurant,food_drink,Petaling,Selangor
Al-Unnaz Nasi Kandar,3.0989024,101.6465728,restaurant,food_drink,Petaling,Selangor
Unknown,3.097854,101.64727039999998,atm,other,Petaling,Selangor
Najmeer Curry House,3.098746600000001,101.6453795,restaurant,food_drink,Petaling,Selangor
Hong Leong Bank,3.0999126,101.6441587,bank,other,Petaling,Selangor
Maybank,3.0983003,101.64709039999998,atm,other,Petaling,Selangor
RHB Premier Banking,3.099917,101.64402459999998,bank,other,Petaling,Selangor
Saito College,3.0989297,101.6445051,college,education,Petaling,Selangor
Affin Bank,3.0982859,101.6447236,bank,other,Petaling,Selangor
Restoran Satellite Chicken Rice,3.1067849999999995,101.6535668,restaurant,food_drink,Petaling,Selangor
Kanna Curry House,3.1069773,101.6534704,restaurant,food_drink,Petaling,Selangor
Bank Simpanan Nasional (BSN),3.1072883,101.6533194,bank,other,Petaling,Selangor
Beaconhouse Kindergarten,3.0885234,101.6542471,kindergarten,education,Petaling,Selangor
Domino's,3.1074222,101.65326829999998,fast_food,food_drink,Petaling,Selangor
Ol' Skool Bistro,3.1075620999999995,101.6532183,pub,food_drink,Petaling,Selangor
7-Eleven,3.1109488,101.6489174,convenience,shopping,Petaling,Selangor
PJ Hills 24 Hours,3.1109086999999995,101.6488476,restaurant,food_drink,Petaling,Selangor
Unknown,3.1109113,101.6489469,atm,other,Petaling,Selangor
Surau,3.1210336,101.7645351,place_of_worship,community,Hulu Langat,Selangor
KFC,3.1185665999999994,101.6480983,fast_food,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Klinik Wu Dan Tanglim,3.0865388,101.64838199999998,doctors,other,Petaling,Selangor
Klinik Pakar Wanita Joyce Thum,3.0866027000000003,101.64789349999998,doctors,other,Petaling,Selangor
Guardian,3.0867217000000005,101.6474182,pharmacy,healthcare,Petaling,Selangor
Koko Clothing Enterprise,3.0863898,101.6494726,clothes,shopping,Petaling,Selangor
Secret Recipe,3.0867351,101.6472979,fast_food,food_drink,Petaling,Selangor
Jin Xuan Hong Kong,3.0856675,101.6463567,restaurant,food_drink,Petaling,Selangor
99 Speedmart,3.0851666,101.6458829,supermarket,shopping,Petaling,Selangor
Ming Kee Bak Kut Teh,3.0864654,101.6461737,restaurant,food_drink,Petaling,Selangor
Pasaraya Wai Hong,3.0866047,101.6464606,convenience,shopping,Petaling,Selangor
PJ Polyclinic,3.0867855,101.6460899,doctors,other,Petaling,Selangor
Raikhan Nasi Kandar,3.0867292,101.64611669999998,restaurant,food_drink,Petaling,Selangor
Klink Pergigian Chong,3.086822999999999,101.64606039999998,dentist,healthcare,Petaling,Selangor
Restoran Sahabudin,3.0868938999999997,101.6460483,restaurant,food_drink,Petaling,Selangor
Klinik Leela Ratos,3.0869649,101.64584979999998,doctors,other,Petaling,Selangor
Klinik Mediviron,3.0869249,101.6486273,clinic,healthcare,Petaling,Selangor
Lotus,3.0949856,101.6513499,restaurant,food_drink,Petaling,Selangor
Malaysian Institute of Baking,3.0996743,101.64528869999998,college,education,Petaling,Selangor
FamilyMart,3.1046284,101.64679929999998,convenience,shopping,Petaling,Selangor
Wellcome Pharmacy,3.0989029,101.64569229999998,pharmacy,healthcare,Petaling,Selangor
Neu Vegetarian Restaurant,3.0989032000000005,101.6458277,restaurant,food_drink,Petaling,Selangor
Restoran Win Heng Seng,3.1454922,101.71507289999998,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Ting Skin & Laser Centre,3.1456819999999994,101.7147876,doctors,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Hai Kah Kia,3.1454249,101.714994,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Hotel Sempurna,3.1453392000000004,101.7148947,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.1457435999999994,101.7148518,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
PARKROYAL COLLECTION Kuala Lumpur,3.1443335,101.7121987,hotel,entertainment,WP Kuala Lumpur,W.P. Kuala Lumpur
7-Eleven,3.1445109,101.71390019999998,convenience,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Steam Era Seafood Steamboat Restaurant,3.1445994,101.7140074,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Pizza Hut,3.1445538,101.7139565,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Klinik Yong,3.1444762,101.7138733,doctors,other,WP Kuala Lumpur,W.P. Kuala Lumpur
Chen Jiu Ru,3.1443449,101.7131357,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
Restoran Chef Rasa Sayang,3.144977,101.7139645,restaurant,food_drink,WP Kuala Lumpur,W.P. Kuala Lumpur
