name,latitude,longitude,poi_type,category,district,state
Unknown,2.642371706582003,101.7155675629066,retail,shopping,Sepang,Selangor
Unknown,2.6423384934015752,101.71552618711678,retail,shopping,Sepang,Selangor
Unknown,2.6423052000041367,101.7154848499994,retail,shopping,Sepang,Selangor
Unknown,2.643574983340585,101.71592093081703,retail,shopping,Sepang,Selangor
Unknown,2.643387921312874,101.71569014419332,retail,shopping,Sepang,Selangor
Unknown,2.6434302771628704,101.71573719513518,retail,shopping,Sepang,Selangor
Unknown,2.643466076453503,101.71578101979529,retail,shopping,Sepang,Selangor
Unknown,2.6435025943408195,101.71582573602409,retail,shopping,Sepang,Selangor
Unknown,2.6435366565229024,101.71586751317972,retail,shopping,Sepang,Selangor
Unknown,2.6431611138310385,101.71587962953234,retail,shopping,Sepang,Selangor
Unknown,2.64319565463932,101.71592961427324,retail,shopping,Sepang,Selangor
Unknown,2.6432304450435247,101.71597388601492,retail,shopping,Sepang,Selangor
Unknown,2.643343701451288,101.71610910178194,retail,shopping,Sepang,Selangor
Unknown,2.6432972500058147,101.71605919999914,retail,shopping,Sepang,Selangor
Unknown,2.6432645000058157,101.71601739999916,retail,shopping,Sepang,Selangor
Unknown,2.6430543734367715,101.71573510837018,retail,shopping,Sepang,Selangor
Unknown,2.642854569330147,101.71553620789189,retail,shopping,Sepang,Selangor
Unknown,2.642888350003713,101.71557864999949,retail,shopping,Sepang,Selangor
Unknown,2.643013100005648,101.71569319999917,retail,shopping,Sepang,Selangor
Unknown,2.6429448566081275,101.71560750842414,retail,shopping,Sepang,Selangor
Unknown,2.6429805000056605,101.71565224999917,retail,shopping,Sepang,Selangor
Unknown,2.642629658594177,101.71521341117872,retail,shopping,Sepang,Selangor
Unknown,2.6425863000055454,101.71516014999916,retail,shopping,Sepang,Selangor
Unknown,2.642370947323113,101.71488210776104,retail,shopping,Sepang,Selangor
Unknown,2.6424126707169457,101.71494080729283,retail,shopping,Sepang,Selangor
Unknown,2.642513700005214,101.71507084999932,retail,shopping,Sepang,Selangor
Unknown,2.64247997434447,101.71502749627442,retail,shopping,Sepang,Selangor
Unknown,2.642448050005178,101.71498634999926,retail,shopping,Sepang,Selangor
Unknown,3.2148376047832947,101.63355783393706,residential,residential,Gombak,Selangor
Unknown,3.138067108950669,101.66914651489428,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1243103500202563,101.72653089999878,parking,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.124329350014047,101.727078799999,park,exercise,WP Kuala Lumpur,W.P. Kuala Lumpur
Bloc 7,2.9352491812970016,101.63641772665969,retail,shopping,Sepang,Selangor
Unknown,2.92144776782707,101.63238612286678,apartments,residential,Sepang,Selangor
Unknown,2.921391023262286,101.63189174081964,parking,transport,Sepang,Selangor
Bangunan Nilam Sari,2.942016896811033,101.66125102055318,government,work,Sepang,Selangor
Unknown,3.142802218206658,101.69807869350753,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1428575370120506,101.6980709078074,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.142912849651211,101.69806332780756,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14296816856046,101.69805554345794,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1430235186812694,101.69804779344096,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143078838015103,101.6980400093554,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143134168959662,101.69803234298035,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143189519086007,101.69802459296264,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1432448185788022,101.69801687358084,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143300120013666,101.69800916198658,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143355469474637,101.69800144290816,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1434107888891227,101.69799364209469,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14346611977592,101.69798594254974,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1435214504385103,101.69797829220978,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1435767700163604,101.6979705428322,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1436320898480585,101.697962743226,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1436874203353704,101.69795504247128,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143742771377613,101.69794731223324,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1437980697305683,101.69793962192682,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1438533707746688,101.69793189240973,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143908720925059,101.69792414238864,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1439640424066484,101.69791636477122,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144019371282425,101.697908691917,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14407472144031,101.69790094189486,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144130049910243,101.69789326773476,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14418534355558,101.6978854662989,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.0488105318151706,101.7613625395656,retail,shopping,Hulu Langat,Selangor
Unknown,3.046808840675526,101.76034866881936,retail,shopping,Hulu Langat,Selangor
Unknown,3.046416149254146,101.7598253207204,retail,shopping,Hulu Langat,Selangor
Unknown,3.047524245794249,101.75963900662086,retail,shopping,Hulu Langat,Selangor
Unknown,3.047288347215316,101.75932688436184,retail,shopping,Hulu Langat,Selangor
Unknown,3.0458250345231086,101.7589368821111,retail,shopping,Hulu Langat,Selangor
Unknown,3.0465534951195283,101.75840726775922,retail,shopping,Hulu Langat,Selangor
Unknown,3.0472563000676067,101.75778489999968,retail,shopping,Hulu Langat,Selangor
Unknown,3.209223430880332,101.60596460426392,industrial,work,Gombak,Selangor
Unknown,3.2093107542967703,101.60583447249309,industrial,work,Gombak,Selangor
Unknown,3.210100150010957,101.60586175000005,industrial,work,Gombak,Selangor
Damansara Sutera,3.2085067916909846,101.60740887416692,residential,residential,Gombak,Selangor
Unknown,3.2083264131600258,101.60749095135589,apartments,residential,Gombak,Selangor
Unknown,3.209043450004701,101.60629175000004,industrial,work,Gombak,Selangor
Unknown,3.2091131000047044,101.60618715,industrial,work,Gombak,Selangor
Unknown,3.20978363505106,101.60632338880392,industrial,work,Gombak,Selangor
Unknown,3.313534807513764,101.54465162068334,residential,residential,Gombak,Selangor
Unknown,3.315510652353406,101.54497402212806,residential,residential,Gombak,Selangor
Desa Beringin,3.222702755862143,101.54351398425092,residential,residential,Gombak,Selangor
Thorarica House,3.220060817276155,101.54548324036756,residential,residential,Gombak,Selangor
Anjung Budi @ Manarah,3.219833935750392,101.54560880554448,residential,residential,Gombak,Selangor
Unknown,3.161915177155442,101.71121568974684,parking,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Aman Elite,3.094961277120364,101.73976720289104,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.2008247188346077,101.59931062511836,retail,shopping,Petaling,Selangor
Unknown,3.1365074432980773,101.6754612478978,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Bangsar Aman Condominium,3.1373107140679286,101.67667519340364,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.0518838000092794,101.7515062499925,apartments,residential,Hulu Langat,Selangor
Unknown,3.0508849500504494,101.74989184999964,apartments,residential,Hulu Langat,Selangor
Dalea,3.302007537543388,101.5059533480539,residential,residential,Gombak,Selangor
Alpine,3.3030857193441947,101.5076684585155,residential,residential,Gombak,Selangor
Birch,3.305031812772846,101.50757278060657,residential,residential,Gombak,Selangor
Caspia,3.304186507251164,101.50411256772225,residential,residential,Gombak,Selangor
Unknown,3.30681692516018,101.5030399730701,swimming_pool,exercise,Gombak,Selangor
Unknown,3.3060445749907013,101.50061580849533,industrial,work,Gombak,Selangor
Unknown,3.3066667495299447,101.50079126612276,industrial,work,Gombak,Selangor
Unknown,2.8645521268584258,101.67534374938424,retail,shopping,Sepang,Selangor
Shell,2.869035829574312,101.68711006474194,fuel,transport,Sepang,Selangor
Desa Sri Hartamas,3.1598029022383254,101.6477663587035,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.159603796630993,101.64036692198944,swimming_pool,exercise,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1598452882302923,101.64049069640858,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.161379950000733,101.64017475,swimming_pool,exercise,WP Kuala Lumpur,W.P. Kuala Lumpur
Perdana Business Center,3.165545404653395,101.60634470549763,retail,shopping,Petaling,Selangor
Unknown,3.1914974000058565,101.61195925000004,industrial,work,Petaling,Selangor
Unknown,3.191673257803422,101.6125802230053,retail,shopping,Petaling,Selangor
Unknown,3.192748855659949,101.61114412583848,retail,shopping,Petaling,Selangor
Unknown,3.181705711773554,101.72536683314928,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.181877199962511,101.72487440469692,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.181876555165353,101.7243360756122,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.181535500013817,101.7258355000023,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Rumah Pangsa Pandan Utama,3.141591408905679,101.74686058246488,residential,residential,Hulu Langat,Selangor
Unknown,3.14163294525994,101.74690872513598,apartments,residential,Hulu Langat,Selangor
Unknown,3.1879433716710683,101.67045074283548,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1876503000025385,101.67102475000034,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.16764756038534,101.70935107017544,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143369927608332,101.70510523978616,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143321305839811,101.70507916018016,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1432727339878133,101.70505321407887,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1432241500023124,101.70502724999874,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143175560183134,101.7050012757221,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14312700583981,101.70497526018018,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1430783941648204,101.70494933981736,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143029839821494,101.7049233242754,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143245098329575,101.70456175033604,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1432937000023022,101.70458769999875,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143342305794772,101.7046136102247,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1434395000023,101.70466549999875,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143390894209829,101.70463958977278,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1435366942098284,101.70471738977278,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143585445472117,101.70474333472046,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.143637907405713,101.70477141015124,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.142789694332627,101.7043477545285,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Sri Emas Condominium,3.142290166516453,101.70403020435988,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14510576003672,101.70295913939589,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Shell,3.196828611708008,101.74450428279007,fuel,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1966136988696885,101.74100153710728,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Wangsa 118,3.195420690502789,101.74143405046566,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1952131329498954,101.74150074443234,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.227053975815332,101.66077393797144,parking,transport,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.220587838290551,101.66587367901111,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Puteh Sri damansara,3.200393267403713,101.61189378325672,events_venue,community,Petaling,Selangor
Tadika Mayter,3.086358120438399,101.73321485209844,kindergarten,education,WP Kuala Lumpur,W.P. Kuala Lumpur
Casa Suria Block B,3.078867729011465,101.77791559616648,apartments,residential,Hulu Langat,Selangor
Security booth,3.0783059000003177,101.7779267,security,other,Hulu Langat,Selangor
Unknown,3.078392935398287,101.77820498427906,restaurant,food_drink,Hulu Langat,Selangor
Unknown,3.0784725074134496,101.77816893156132,swimming_pool,exercise,Hulu Langat,Selangor
Casa Suria Block A,3.078285384683316,101.77843613185225,apartments,residential,Hulu Langat,Selangor
Security booth,3.078483432402485,101.77629333525788,security,other,Hulu Langat,Selangor
Security Room,3.078497840899638,101.7767104598743,security,other,Hulu Langat,Selangor
Unknown,3.078589581041689,101.777123091106,apartments,residential,Hulu Langat,Selangor
Unknown,3.0780256468921743,101.77694938454044,apartments,residential,Hulu Langat,Selangor
Unknown,3.0778662892768374,101.77729001355078,apartments,residential,Hulu Langat,Selangor
Unknown,3.0782421441004475,101.77742561596638,apartments,residential,Hulu Langat,Selangor
Unknown,3.0783974000085133,101.77726310000088,swimming_pool,exercise,Hulu Langat,Selangor
Sri Bayu Apartment,3.078851574432907,101.77886405280924,apartments,residential,Hulu Langat,Selangor
Sri Bayu Apartment,3.0781012756833857,101.77883404724648,apartments,residential,Hulu Langat,Selangor
Unknown,3.0788629672766223,101.7760835798376,swimming_pool,exercise,Hulu Langat,Selangor
Security Room,3.078950933163863,101.77342754868847,security,other,Hulu Langat,Selangor
Security booth,3.077760390597377,101.77904337468676,security,other,Hulu Langat,Selangor
Casa Suria Condominum,3.078675219567961,101.77814587499488,residential,residential,Hulu Langat,Selangor
Unknown,3.135235211329701,101.62948332516562,industrial,work,Petaling,Selangor
Unknown,3.1442925613898263,101.69854551378444,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1442886621012325,101.69848850721137,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.14428476049498,101.6984315006886,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1442808612490807,101.69837449476177,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144276987216532,101.69831751096584,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1442730095199463,101.6982605136832,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.075940922798005,101.7802931383232,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0782630500019543,101.77217040000085,security,other,Hulu Langat,Selangor
Unknown,3.0695859108171373,101.77951610961566,apartments,residential,Hulu Langat,Selangor
Unknown,3.0692478702528425,101.77973414089988,swimming_pool,exercise,Hulu Langat,Selangor
Unknown,3.0802138327364457,101.76805193397,security,other,Hulu Langat,Selangor
Unknown,3.075488200000616,101.76822115000007,security,other,Hulu Langat,Selangor
Unknown,3.0716326075880374,101.76991208711226,parking,transport,Hulu Langat,Selangor
Unknown,3.071759338833118,101.7687612374048,restaurant,food_drink,Hulu Langat,Selangor
Unknown,3.0754130550083207,101.76848242237398,security,other,Hulu Langat,Selangor
Unknown,3.0710376616495134,101.78064339245716,restaurant,food_drink,Hulu Langat,Selangor
Unknown,3.071295300156469,101.7810591481018,restaurant,food_drink,Hulu Langat,Selangor
Unknown,3.074373444719557,101.78312696180706,commercial,work,Hulu Langat,Selangor
Unknown,3.069106774456136,101.7790940072941,security,other,Hulu Langat,Selangor
Unknown,3.07471806139065,101.78476568196967,security,other,Hulu Langat,Selangor
Unknown,3.0746899934883114,101.78299318733043,parking,transport,Hulu Langat,Selangor
Segar Courts,3.0905645736649654,101.7440522802303,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,2.9962449627133454,101.47771618802663,pitch,exercise,Klang,Selangor
Unknown,2.996870265987309,101.48089396335388,residential,residential,Klang,Selangor
Kajang transmitting site,3.011593916471513,101.78389991079318,industrial,work,Hulu Langat,Selangor
Unknown,3.1399464000020734,101.65801939999903,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1398997060889844,101.65799146088688,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139852993915162,101.6579635391112,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1398063000020744,101.65793559999908,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139759606088984,101.65790766088688,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139712950002072,101.65787974999904,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139666306086297,101.65785181088528,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139619600002074,101.65782389999902,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.13957289391785,101.6577959891128,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1395262060862947,101.65776801088528,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.140116900001976,101.65772274999912,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1400653124443534,101.65769256884673,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.140013787552837,101.65766228117192,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139962200001976,101.6576320499991,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139910612444356,101.6576018688467,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139859050001978,101.6575716499991,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1398074500019795,101.65754144999912,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1397558875528366,101.65751118117193,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.139704312444354,101.6574809688467,retail,shopping,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1752426385189736,101.67687058049992,industrial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.235813323854559,101.68500952114655,commercial,work,Gombak,Selangor
Petronas,3.236055348740257,101.68755603185448,fuel,transport,Gombak,Selangor
Under Construction,3.2145415009975538,101.72749414238824,pitch,exercise,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.0795457602166976,101.77732883341496,security,other,Hulu Langat,Selangor
Unknown,3.081093052535521,101.76926120368692,pitch,exercise,Hulu Langat,Selangor
Unknown,3.078209460683734,101.77253103048658,parking,transport,Hulu Langat,Selangor
Unknown,3.0729530907909868,101.77421757616824,security,other,Hulu Langat,Selangor
Unknown,3.0763896170997254,101.78273505111648,security,other,Hulu Langat,Selangor
Unknown,3.0758742862757003,101.78254626880174,security,other,Hulu Langat,Selangor
Unknown,3.0779487074563567,101.7839994498801,parking,transport,Hulu Langat,Selangor
Unknown,3.081608645195634,101.78394886481458,swimming_pool,exercise,Hulu Langat,Selangor
Unknown,3.0872672806524246,101.78370522082382,swimming_pool,exercise,Hulu Langat,Selangor
Unknown,3.0876650146232945,101.79468307320936,parking,transport,Hulu Langat,Selangor
Unknown,3.088685261261446,101.79545626321588,parking,transport,Hulu Langat,Selangor
Unknown,3.089890966007974,101.79469321998404,parking,transport,Hulu Langat,Selangor
Unknown,3.0897713294558744,101.79361215792711,parking,transport,Hulu Langat,Selangor
Unknown,3.087311535096916,101.76581754950432,swimming_pool,exercise,Hulu Langat,Selangor
Unknown,3.125003766668158,101.74457186666665,parking,transport,Hulu Langat,Selangor
Casa Mutiara,3.1428928071122835,101.70392419380032,residential,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Taman Kucing,2.937938000511406,101.64417340918858,animal_shelter,other,Sepang,Selangor
Glasshall @ Cyberjaya,2.935255793917155,101.64395409996166,events_venue,community,Sepang,Selangor
Pasar Tani Taman Tasik Cyberjaya,2.936325650010211,101.64405404999916,marketplace,food_drink,Sepang,Selangor
Unknown,2.935673685857328,101.6445416473164,parking,transport,Sepang,Selangor
Unknown,3.145148400000389,101.69883015000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.145093750000388,101.69883215000034,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.145039100000388,101.69883415000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144984451274873,101.69883612307753,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1449298000003885,101.69883810000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1448751500003875,101.69884010000034,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.1448205000003897,101.69884210000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144765850000388,101.69884410000031,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144711200000389,101.69884610000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144656550000388,101.69884810000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144601921796473,101.69885002538912,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144547276930244,101.69885210154608,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144492623070533,101.69885399845462,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144437976930245,101.69885610154604,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144383350000388,101.69885805000033,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.144328700000389,101.69886005000032,commercial,work,WP Kuala Lumpur,W.P. Kuala Lumpur
Surau Hj Jangidin,3.1620696000037096,101.42779774999909,place_of_worship,community,Klang,Selangor
LYL International Karting Circuit,3.0519561102304023,101.84609804879406,sports_centre,exercise,Hulu Langat,Selangor
Unknown,3.081979575535687,101.76756285534098,security,other,Hulu Langat,Selangor
Unknown,3.0845296474234867,101.76485422379272,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0839347485956163,101.76207363196168,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0829793081589214,101.76572597725692,pitch,exercise,Hulu Langat,Selangor
Unknown,3.0833572335231305,101.76804384445018,apartments,residential,Hulu Langat,Selangor
C,3.0734330330642576,101.64670345703836,apartments,residential,Petaling,Selangor
17,3.075816695757899,101.65277728630636,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
11,3.075880750641206,101.65362648205108,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
13,3.0752033159655365,101.65361211262685,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
21,3.0752207443573463,101.65277744602275,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
15,3.0746888411142086,101.65348281637394,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
87,3.072488427552652,101.65129161336964,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
43,3.0715744910716665,101.65184519272124,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
30,3.071237327342799,101.65256574767812,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.07082026387758,101.6523051648186,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
34,3.0707862086332907,101.65183227290215,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
49,3.0714726855081445,101.65120402739804,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
44,3.070729919279501,101.64983721071572,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
48,3.071049558457976,101.649377973551,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
69,3.0717313503857384,101.64908292356454,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
71,3.0720338900725355,101.64865180442786,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
35,3.0738218805825883,101.65223243549674,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
37,3.073617558439587,101.65188580325749,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
41,3.073320875813524,101.65142761780382,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
45,3.0720241132670654,101.6515515231538,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
51,3.0714833149966108,101.65079768547076,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.071535681124955,101.65042733590845,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
38,3.070910416832173,101.65081444501924,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.070681283547253,101.65037030950776,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.070649370880952,101.64924540107454,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.070583137396247,101.65090877976397,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.0705330866826173,101.651516436009,apartments,residential,WP Kuala Lumpur,W.P. Kuala Lumpur
Unknown,3.064716282442359,101.79297204686128,security,other,Hulu Langat,Selangor
Unknown,3.0662558468631347,101.7863737673414,security,other,Hulu Langat,Selangor
Unknown,3.065664250003332,101.7861067,security,other,Hulu Langat,Selangor
Unknown,3.065636050003336,101.7862961,security,other,Hulu Langat,Selangor
Unknown,3.0668848000001634,101.78634789999995,security,other,Hulu Langat,Selangor
Unknown,3.0647435000001706,101.78616065,security,other,Hulu Langat,Selangor
Unknown,3.0648618000002963,101.79012074999996,security,other,Hulu Langat,Selangor
Unknown,3.0664197924250667,101.79251366516782,security,other,Hulu Langat,Selangor
Unknown,3.064000145882202,101.7959692682343,security,other,Hulu Langat,Selangor
Unknown,3.0667359500001687,101.79585234999998,security,other,Hulu Langat,Selangor
Unknown,3.06430754943737,101.79008132816848,commercial,work,Hulu Langat,Selangor
Unknown,3.064249683842416,101.79006333874317,commercial,work,Hulu Langat,Selangor
Unknown,3.064194034885136,101.79004602415802,commercial,work,Hulu Langat,Selangor
Unknown,3.064137649903651,101.7900283622544,commercial,work,Hulu Langat,Selangor
Unknown,3.0640788164251247,101.79000973466158,commercial,work,Hulu Langat,Selangor
Unknown,3.0640207475178816,101.78999115673211,commercial,work,Hulu Langat,Selangor
Unknown,3.0639529512600627,101.78996913184632,commercial,work,Hulu Langat,Selangor
Unknown,3.0643013411668734,101.7903436459926,commercial,work,Hulu Langat,Selangor
Unknown,3.0642329826199664,101.79032245455808,commercial,work,Hulu Langat,Selangor
