scenario,cum_pop_share,cum_access_share
current,0.1735734308361416,0.011829933070184798
current,0.1737636184694155,0.011862252978998348
current,0.17390920546236727,0.011887090213768811
current,0.17398635280473912,0.011900254216966043
current,0.1747862792532325,0.012037185162936897
current,0.17498626086535585,0.01207179217914371
current,0.1755862057017259,0.012175947630597863
current,0.17602296668058123,0.012251821480774859
current,0.1765229207108896,0.012338952928748306
current,0.17660006805326145,0.012352450129113492
current,0.176831510080377,0.0123930308957006
current,0.1769770970733288,0.012418730299093987
current,0.17712268406628057,0.012444466265308337
current,0.17722267487234225,0.01246214385634834
current,0.17766644601664797,0.012540615793956668
current,0.17782074070139167,0.012568118984572881
current,0.178020722313515,0.012604036509064477
current,0.1787814728466105,0.012740807597878857
current,0.17907264683251406,0.012793317613239003
current,0.17954441215370592,0.012878697056380622
current,0.1796899991466577,0.01290508665899538
current,0.1804899255951511,0.013050104046092277
current,0.18063551258810287,0.013076507838623009
